,Worked full-time,Worked part-time,Away from work,Unemployed,Worked full-time (%),Worked part-time (%),Away from work (%),Unemployed (%),SSC_CODE
Marom Creek,38.0,31.0,9.0,7.0,44.7,36.5,10.6,8.2,12499
Rous,57.0,54.0,3.0,0.0,50.0,47.4,2.6,0.0,13427
Pimlico (NSW),83.0,43.0,8.0,15.0,55.7,28.9,5.4,10.1,13207
Coolgardie (NSW),19.0,16.0,0.0,5.0,47.5,40.0,0.0,12.5,11031
Keith Hall,31.0,31.0,7.0,3.0,43.1,43.1,9.7,4.2,12086
Uralba,55.0,44.0,4.0,10.0,48.7,38.9,3.5,8.8,14050
Tuckombil,58.0,49.0,10.0,5.0,47.5,40.2,8.2,4.1,13947
Fernleigh,72.0,68.0,4.0,6.0,48.0,45.3,2.7,4.0,11508
Tintenbar,165.0,163.0,22.0,8.0,46.1,45.5,6.1,2.2,13878
Cumbalum,466.0,277.0,28.0,42.0,57.3,34.1,3.4,5.2,11154
Brooklet,60.0,50.0,10.0,3.0,48.8,40.7,8.1,2.4,10598
Knockrow,41.0,33.0,9.0,9.0,44.6,35.9,9.8,9.8,12178
Newrybar,122.0,83.0,15.0,4.0,54.5,37.1,6.7,1.8,12957
Alstonvale,117.0,90.0,12.0,12.0,50.6,39.0,5.2,5.2,10045
Teven,80.0,52.0,5.0,10.0,54.4,35.4,3.4,6.8,13807
Pearces Creek,54.0,28.0,0.0,3.0,63.5,32.9,0.0,3.5,13170
Lynwood (NSW),46.0,41.0,0.0,7.0,48.9,43.6,0.0,7.4,12427
Rous Mill,69.0,33.0,11.0,4.0,59.0,28.2,9.4,3.4,13428
Ewingsdale,197.0,156.0,19.0,17.0,50.6,40.1,4.9,4.4,11474
Eureka (NSW),75.0,77.0,6.0,10.0,44.6,45.8,3.6,6.0,11461
Coorabell,82.0,98.0,10.0,16.0,39.8,47.6,4.9,7.8,11051
Possum Creek,48.0,75.0,10.0,10.0,33.6,52.4,7.0,7.0,13252
Bangalow,492.0,418.0,62.0,31.0,49.1,41.7,6.2,3.1,10174
Coopers Shoot,48.0,44.0,11.0,3.0,45.3,41.5,10.4,2.8,11049
Skinners Shoot,9.0,27.0,0.0,10.0,19.6,58.7,0.0,21.7,13556
Talofa,24.0,27.0,0.0,3.0,44.4,50.0,0.0,5.6,13739
Nashua,65.0,56.0,4.0,3.0,50.8,43.8,3.1,2.3,12914
Federal (NSW),124.0,150.0,28.0,20.0,38.5,46.6,8.7,6.2,11499
Binna Burra (NSW),29.0,47.0,4.0,3.0,34.9,56.6,4.8,3.6,10371
Brunswick Heads,307.0,339.0,39.0,59.0,41.3,45.6,5.2,7.9,10621
Ocean Shores,1004.0,1052.0,140.0,190.0,42.1,44.1,5.9,8.0,13070
Tyagarah,31.0,33.0,3.0,11.0,39.7,42.3,3.8,14.1,13993
New Brighton,66.0,67.0,9.0,11.0,43.1,43.8,5.9,7.2,12939
South Golden Beach,142.0,194.0,25.0,29.0,36.4,49.7,6.4,7.4,13581
Wooyung,13.0,28.0,0.0,5.0,28.3,60.9,0.0,10.9,14418
Byron Bay,1097.0,1112.0,137.0,139.0,44.1,44.7,5.5,5.6,10733
Suffolk Park,862.0,873.0,109.0,116.0,44.0,44.5,5.6,5.9,13684
Broken Head,57.0,61.0,8.0,4.0,43.8,46.9,6.2,3.1,10591
Woodburn (Richmond Valley - NSW),156.0,92.0,28.0,28.0,51.3,30.3,9.2,9.2,14379
Broadwater (Richmond Valley - NSW),150.0,101.0,16.0,14.0,53.4,35.9,5.7,5.0,10580
Rileys Hill,39.0,32.0,6.0,8.0,45.9,37.6,7.1,9.4,13364
Evans Head,535.0,433.0,64.0,78.0,48.2,39.0,5.8,7.0,11469
Bungawalbin,14.0,24.0,7.0,3.0,29.2,50.0,14.6,6.2,10683
New Italy,40.0,27.0,0.0,6.0,54.8,37.0,0.0,8.2,12941
Swan Bay (Richmond Valley - NSW),62.0,35.0,8.0,3.0,57.4,32.4,7.4,2.8,13705
Doonbah,40.0,26.0,0.0,6.0,55.6,36.1,0.0,8.3,11274
Lennox Head,1657.0,1356.0,165.0,175.0,49.4,40.4,4.9,5.2,12303
Myocum,180.0,232.0,25.0,26.0,38.9,50.1,5.4,5.6,12877
Billinudgel,43.0,47.0,4.0,5.0,43.4,47.5,4.0,5.1,10355
Yelgun,11.0,26.0,0.0,6.0,25.6,60.5,0.0,14.0,14499
The Pocket,48.0,69.0,15.0,9.0,34.0,48.9,10.6,6.4,13834
Middle Pocket,25.0,24.0,4.0,3.0,44.6,42.9,7.1,5.4,12606
Main Arm,96.0,130.0,25.0,19.0,35.6,48.1,9.3,7.0,12445
Upper Main Arm,24.0,47.0,4.0,13.0,27.3,53.4,4.5,14.8,14035
Mullumbimby,602.0,703.0,99.0,99.0,40.1,46.8,6.6,6.6,12828
Mullumbimby Creek,85.0,110.0,17.0,21.0,36.5,47.2,7.3,9.0,12829
Wilsons Creek,58.0,84.0,3.0,11.0,37.2,53.8,1.9,7.1,14310
Goonengerry,50.0,88.0,5.0,18.0,31.1,54.7,3.1,11.2,11712
Huonbrook,18.0,23.0,4.0,6.0,35.3,45.1,7.8,11.8,11962
Whian Whian,27.0,32.0,3.0,8.0,38.6,45.7,4.3,11.4,14272
Yorklea,88.0,74.0,19.0,12.0,45.6,38.3,9.8,6.2,14517
Casino,1944.0,1442.0,216.0,364.0,49.0,36.4,5.4,9.2,10843
North Casino,265.0,163.0,30.0,29.0,54.4,33.5,6.2,6.0,12987
Fairy Hill,93.0,56.0,14.0,13.0,52.8,31.8,8.0,7.4,11483
Bonalbo,40.0,51.0,3.0,13.0,37.4,47.7,2.8,12.1,10463
Coraki,244.0,157.0,21.0,28.0,54.2,34.9,4.7,6.2,11063
Mallanganee,31.0,18.0,3.0,5.0,54.4,31.6,5.3,8.8,12457
Dobies Bight,37.0,19.0,3.0,3.0,59.7,30.6,4.8,4.8,11262
Backmede,35.0,28.0,5.0,0.0,51.5,41.2,7.4,0.0,10130
Stratheden,68.0,43.0,4.0,7.0,55.7,35.2,3.3,5.7,13674
Woodview,45.0,24.0,3.0,4.0,59.2,31.6,3.9,5.3,14397
Bentley (NSW),51.0,25.0,4.0,3.0,61.4,30.1,4.8,3.6,10298
Spring Grove,107.0,77.0,14.0,9.0,51.7,37.2,6.8,4.3,13614
Greenridge,32.0,24.0,6.0,3.0,49.2,36.9,9.2,4.6,11768
McKees Hill,94.0,59.0,6.0,3.0,58.0,36.4,3.7,1.9,12543
Tatham,75.0,20.0,10.0,5.0,68.2,18.2,9.1,4.5,13773
West Coraki,19.0,12.0,0.0,3.0,55.9,35.3,0.0,8.8,14243
Ellangowan (NSW),53.0,51.0,7.0,11.0,43.4,41.8,5.7,9.0,11400
Leeville,68.0,33.0,9.0,8.0,57.6,28.0,7.6,6.8,12295
Shannon Brook,44.0,22.0,13.0,3.0,53.7,26.8,15.9,3.7,13525
Rappville,17.0,16.0,0.0,8.0,41.5,39.0,0.0,19.5,13318
Goonellabah,3108.0,2011.0,242.0,400.0,53.9,34.9,4.2,6.9,11711
Chilcotts Grass,63.0,39.0,9.0,4.0,54.8,33.9,7.8,3.5,10903
Eden Creek,37.0,31.0,9.0,10.0,42.5,35.6,10.3,11.5,11376
West Wiangaree,33.0,21.0,3.0,3.0,55.0,35.0,5.0,5.0,14254
Wiangaree,26.0,24.0,0.0,6.0,46.4,42.9,0.0,10.7,14283
Doubtful Creek,47.0,14.0,3.0,0.0,73.4,21.9,4.7,0.0,11282
Ettrick (NSW),28.0,21.0,3.0,4.0,50.0,37.5,5.4,7.1,11448
Kyogle,368.0,251.0,43.0,72.0,50.1,34.2,5.9,9.8,12229
Cedar Point,50.0,29.0,3.0,5.0,57.5,33.3,3.4,5.7,10871
Geneva,133.0,97.0,18.0,22.0,49.3,35.9,6.7,8.1,11599
Upper Horseshoe Creek,10.0,19.0,0.0,6.0,28.6,54.3,0.0,17.1,14028
Barkers Vale,27.0,31.0,8.0,5.0,38.0,43.7,11.3,7.0,10201
Wadeville,14.0,19.0,9.0,8.0,28.0,38.0,18.0,16.0,14082
Lillian Rock,32.0,31.0,3.0,8.0,43.2,41.9,4.1,10.8,12323
Fawcetts Plain,44.0,25.0,0.0,10.0,55.7,31.6,0.0,12.7,11498
New Park,41.0,15.0,0.0,4.0,68.3,25.0,0.0,6.7,12945
Homeleigh,12.0,25.0,4.0,3.0,27.3,56.8,9.1,6.8,11931
Cawongla,34.0,32.0,5.0,11.0,41.5,39.0,6.1,13.4,10864
Green Pigeon,31.0,25.0,3.0,5.0,48.4,39.1,4.7,7.8,11752
Collins Creek,30.0,28.0,6.0,0.0,46.9,43.8,9.4,0.0,10978
East Lismore,1084.0,780.0,92.0,190.0,50.5,36.3,4.3,8.9,11358
Lismore (NSW),718.0,530.0,72.0,190.0,47.5,35.1,4.8,12.6,12344
Lismore Heights,536.0,404.0,41.0,77.0,50.7,38.2,3.9,7.3,12345
South Lismore,356.0,347.0,43.0,90.0,42.6,41.5,5.1,10.8,13589
Girards Hill,277.0,222.0,22.0,65.0,47.3,37.9,3.8,11.1,11631
Monaltrie,63.0,38.0,4.0,4.0,57.8,34.9,3.7,3.7,12674
North Lismore,139.0,115.0,21.0,47.0,43.2,35.7,6.5,14.6,12994
Loftville,34.0,22.0,0.0,17.0,46.6,30.1,0.0,23.3,12372
Modanville,145.0,110.0,10.0,24.0,50.2,38.1,3.5,8.3,12655
Clunes (NSW),213.0,190.0,18.0,25.0,47.8,42.6,4.0,5.6,10939
Terania Creek,28.0,43.0,3.0,8.0,34.1,52.4,3.7,9.8,13794
The Channon,90.0,69.0,9.0,18.0,48.4,37.1,4.8,9.7,13816
Koonorigan,80.0,57.0,8.0,10.0,51.6,36.8,5.2,6.5,12188
Rosebank,89.0,80.0,10.0,21.0,44.5,40.0,5.0,10.5,13401
Corndale (NSW),98.0,59.0,5.0,5.0,58.7,35.3,3.0,3.0,11076
East Coraki,62.0,55.0,7.0,7.0,47.3,42.0,5.3,5.3,11347
Tregeagle,121.0,94.0,13.0,15.0,49.8,38.7,5.3,6.2,13933
Wyrallah,118.0,80.0,5.0,15.0,54.1,36.7,2.3,6.9,14449
South Gundurimba,92.0,60.0,26.0,3.0,50.8,33.1,14.4,1.7,13585
Caniaba,208.0,112.0,17.0,7.0,60.5,32.6,4.9,2.0,10790
Blakebrook,40.0,25.0,5.0,4.0,54.1,33.8,6.8,5.4,10402
Booerie Creek,40.0,24.0,3.0,4.0,56.3,33.8,4.2,5.6,10475
Goolmangar,56.0,37.0,9.0,4.0,52.8,34.9,8.5,3.8,11708
Keerrong,28.0,26.0,3.0,9.0,42.4,39.4,4.5,13.6,12083
Tullera,103.0,55.0,7.0,3.0,61.3,32.7,4.2,1.8,13956
Bexhill,135.0,100.0,15.0,10.0,51.9,38.5,5.8,3.8,10333
Richmond Hill (NSW),253.0,156.0,16.0,11.0,58.0,35.8,3.7,2.5,13361
Boat Harbour (Lismore - NSW),37.0,24.0,0.0,8.0,53.6,34.8,0.0,11.6,10424
McLeans Ridges,141.0,107.0,19.0,13.0,50.4,38.2,6.8,4.6,12545
Eltham (NSW),93.0,80.0,13.0,5.0,48.7,41.9,6.8,2.6,11409
Lindendale,68.0,61.0,10.0,0.0,48.9,43.9,7.2,0.0,12336
Nimbin,134.0,250.0,42.0,77.0,26.6,49.7,8.3,15.3,12965
Stony Chute,20.0,30.0,3.0,11.0,31.2,46.9,4.7,17.2,13667
Blue Knob,20.0,33.0,6.0,15.0,27.0,44.6,8.1,20.3,10416
Tuntable Creek,29.0,44.0,4.0,9.0,33.7,51.2,4.7,10.5,13971
Coffee Camp,39.0,36.0,9.0,10.0,41.5,38.3,9.6,10.6,10958
Tucki Tucki,42.0,26.0,0.0,0.0,61.8,38.2,0.0,0.0,13946
Larnook,49.0,63.0,8.0,23.0,34.3,44.1,5.6,16.1,12279
Georgica,49.0,45.0,7.0,3.0,47.1,43.3,6.7,2.9,11604
Jiggi,80.0,83.0,5.0,8.0,45.5,47.2,2.8,4.5,12026
Rock Valley,77.0,47.0,0.0,15.0,55.4,33.8,0.0,10.8,13378
Leycester,37.0,28.0,0.0,3.0,54.4,41.2,0.0,4.4,12314
Dunoon,163.0,139.0,12.0,18.0,49.1,41.9,3.6,5.4,11325
Dorroughby,27.0,35.0,3.0,3.0,39.7,51.5,4.4,4.4,11280
Numulgi,65.0,40.0,3.0,4.0,58.0,35.7,2.7,3.6,13041
Fingal Head,114.0,104.0,6.0,20.0,46.7,42.6,2.5,8.2,11519
Casuarina (NSW),741.0,502.0,53.0,52.0,55.0,37.2,3.9,3.9,10851
Kingscliff,1673.0,1278.0,162.0,200.0,50.5,38.6,4.9,6.0,12154
Chinderah,201.0,204.0,35.0,51.0,40.9,41.5,7.1,10.4,10905
Cudgen,228.0,157.0,19.0,30.0,52.5,36.2,4.4,6.9,11143
Murwillumbah,1380.0,1036.0,171.0,204.0,49.4,37.1,6.1,7.3,12866
South Murwillumbah,212.0,159.0,34.0,33.0,48.4,36.3,7.8,7.5,13593
Bray Park (NSW),130.0,96.0,20.0,37.0,45.9,33.9,7.1,13.1,10552
Smiths Creek (Tweed - NSW),55.0,56.0,6.0,16.0,41.4,42.1,4.5,12.0,13562
Mount Burrell,36.0,33.0,3.0,13.0,42.4,38.8,3.5,15.3,12749
Byrrill Creek,16.0,20.0,3.0,3.0,38.1,47.6,7.1,7.1,10734
Pumpenbil,33.0,36.0,4.0,4.0,42.9,46.8,5.2,5.2,13272
Tumbulgum,109.0,91.0,7.0,7.0,50.9,42.5,3.3,3.3,13964
Limpinwood,54.0,38.0,7.0,5.0,51.9,36.5,6.7,4.8,12333
Tyalgum,90.0,79.0,15.0,19.0,44.3,38.9,7.4,9.4,13994
Dum Dum,22.0,12.0,5.0,6.0,48.9,26.7,11.1,13.3,11304
Byangum,27.0,32.0,0.0,10.0,39.1,46.4,0.0,14.5,10729
Eungella (NSW),65.0,43.0,6.0,10.0,52.4,34.7,4.8,8.1,11460
Crystal Creek (NSW),40.0,53.0,10.0,4.0,37.4,49.5,9.3,3.7,11138
Chillingham,45.0,31.0,8.0,5.0,50.6,34.8,9.0,5.6,10904
Stokers Siding,132.0,121.0,17.0,25.0,44.7,41.0,5.8,8.5,13664
Numinbah,22.0,18.0,7.0,3.0,44.0,36.0,14.0,6.0,13040
Upper Crystal Creek,34.0,34.0,4.0,10.0,41.5,41.5,4.9,12.2,14021
Nobbys Creek,70.0,44.0,14.0,8.0,51.5,32.4,10.3,5.9,12968
Dungay,53.0,43.0,6.0,5.0,49.5,40.2,5.6,4.7,11318
Kynnumboon,37.0,23.0,5.0,4.0,53.6,33.3,7.2,5.8,12228
Dunbible,69.0,48.0,13.0,7.0,50.4,35.0,9.5,5.1,11309
Fernvale (NSW),50.0,54.0,6.0,6.0,43.1,46.6,5.2,5.2,11511
Kielvale,76.0,47.0,12.0,6.0,53.9,33.3,8.5,4.3,12122
Reserve Creek,34.0,28.0,5.0,6.0,46.6,38.4,6.8,8.2,13353
Tygalgah,31.0,24.0,3.0,0.0,53.4,41.4,5.2,0.0,13996
Dulguigan,39.0,22.0,5.0,9.0,52.0,29.3,6.7,12.0,11302
Urliup,38.0,30.0,5.0,13.0,44.2,34.9,5.8,15.1,14060
Eviron,41.0,35.0,13.0,5.0,43.6,37.2,13.8,5.3,11472
Duranbah,69.0,43.0,7.0,6.0,55.2,34.4,5.6,4.8,11331
Condong,80.0,52.0,4.0,8.0,55.6,36.1,2.8,5.6,11003
Farrants Hill,29.0,29.0,0.0,5.0,46.0,46.0,0.0,7.9,11493
Clothiers Creek,74.0,46.0,12.0,11.0,51.7,32.2,8.4,7.7,10936
Nunderi,166.0,130.0,14.0,10.0,51.9,40.6,4.4,3.1,13042
Uki,128.0,130.0,17.0,22.0,43.1,43.8,5.7,7.4,14000
Bogangar,746.0,597.0,69.0,100.0,49.3,39.5,4.6,6.6,10439
Mooball,35.0,28.0,3.0,8.0,47.3,37.8,4.1,10.8,12687
Cabarita Beach,24.0,16.0,0.0,9.0,49.0,32.7,0.0,18.4,10737
Pottsville,1447.0,1088.0,137.0,173.0,50.9,38.2,4.8,6.1,13257
Crabbes Creek,65.0,59.0,13.0,12.0,43.6,39.6,8.7,8.1,11102
Upper Burringbar,61.0,45.0,12.0,7.0,48.8,36.0,9.6,5.6,14015
Burringbar,185.0,164.0,28.0,29.0,45.6,40.4,6.9,7.1,10713
Hastings Point,66.0,77.0,11.0,17.0,38.6,45.0,6.4,9.9,11868
Round Mountain,47.0,30.0,3.0,7.0,54.0,34.5,3.4,8.0,13425
Cudgera Creek,88.0,74.0,9.0,5.0,50.0,42.0,5.1,2.8,11144
Tweed Heads,1545.0,1159.0,164.0,261.0,49.4,37.0,5.2,8.3,13984
Tweed Heads West,1130.0,897.0,139.0,228.0,47.2,37.5,5.8,9.5,13986
Piggabeen,65.0,67.0,11.0,7.0,43.3,44.7,7.3,4.7,13202
Bilambil Heights,847.0,573.0,83.0,102.0,52.8,35.7,5.2,6.4,10348
Cobaki,51.0,36.0,6.0,12.0,48.6,34.3,5.7,11.4,10947
Bilambil,95.0,78.0,3.0,19.0,48.7,40.0,1.5,9.7,10347
Carool,49.0,28.0,3.0,7.0,56.3,32.2,3.4,8.0,10822
Glengarrie,14.0,24.0,3.0,4.0,31.1,53.3,6.7,8.9,11666
Banora Point,3394.0,2568.0,307.0,421.0,50.7,38.4,4.6,6.3,10185
Terranora,747.0,564.0,84.0,98.0,50.0,37.8,5.6,6.6,13802
North Tumbulgum,69.0,43.0,7.0,5.0,55.6,34.7,5.6,4.0,13012
Tweed Heads South,1284.0,1082.0,156.0,226.0,46.7,39.4,5.7,8.2,13985
Griffith (NSW),5254.0,2365.0,407.0,456.0,61.9,27.9,4.8,5.4,11782
Yoogali,389.0,197.0,33.0,15.0,61.4,31.1,5.2,2.4,14516
Bilbul,189.0,88.0,12.0,9.0,63.4,29.5,4.0,3.0,10349
Yenda (NSW),467.0,221.0,57.0,34.0,59.9,28.4,7.3,4.4,14504
Beelbangera,130.0,55.0,19.0,8.0,61.3,25.9,9.0,3.8,10251
Myall Park (NSW),65.0,28.0,3.0,0.0,67.7,29.2,3.1,0.0,12873
Binya,51.0,16.0,3.0,3.0,69.9,21.9,4.1,4.1,10373
Hillston,424.0,225.0,66.0,33.0,56.7,30.1,8.8,4.4,11912
Rankins Springs,61.0,29.0,7.0,3.0,61.0,29.0,7.0,3.0,13316
Whitton,116.0,47.0,11.0,17.0,60.7,24.6,5.8,8.9,14280
Tharbogang,139.0,62.0,18.0,9.0,61.0,27.2,7.9,3.9,13811
Hanwood,411.0,209.0,32.0,33.0,60.0,30.5,4.7,4.8,11850
Coleambally,413.0,190.0,48.0,19.0,61.6,28.4,7.2,2.8,10964
Darlington Point,311.0,128.0,41.0,36.0,60.3,24.8,7.9,7.0,11215
Carrathool,73.0,31.0,16.0,6.0,57.9,24.6,12.7,4.8,10827
Goolgowi,151.0,43.0,18.0,0.0,71.2,20.3,8.5,0.0,11705
Merriwagga,43.0,8.0,0.0,0.0,84.3,15.7,0.0,0.0,12586
Nericon,94.0,51.0,3.0,7.0,60.6,32.9,1.9,4.5,12927
Lake Wyangan,301.0,151.0,36.0,12.0,60.2,30.2,7.2,2.4,12255
Murrami,72.0,28.0,14.0,7.0,59.5,23.1,11.6,5.8,12850
Stanbridge,50.0,21.0,7.0,7.0,58.8,24.7,8.2,8.2,13646
Leeton,2502.0,1030.0,218.0,207.0,63.2,26.0,5.5,5.2,12293
Yanco,166.0,85.0,30.0,19.0,55.3,28.3,10.0,6.3,14460
Corbie Hill,83.0,32.0,7.0,3.0,66.4,25.6,5.6,2.4,11068
Merungle Hill,70.0,35.0,6.0,3.0,61.4,30.7,5.3,2.6,12590
Narrandera,1021.0,506.0,119.0,119.0,57.8,28.7,6.7,6.7,12906
Grong Grong,84.0,26.0,12.0,4.0,66.7,20.6,9.5,3.2,11784
Boree Creek,56.0,31.0,0.0,3.0,62.2,34.4,0.0,3.3,10512
Gillenbah,42.0,19.0,3.0,3.0,62.7,28.4,4.5,4.5,11622
Tumbarumba,488.0,247.0,47.0,42.0,59.2,30.0,5.7,5.1,13961
Khancoban,50.0,33.0,9.0,11.0,48.5,32.0,8.7,10.7,12111
Rosewood (Snowy Valleys - NSW),50.0,22.0,13.0,10.0,52.6,23.2,13.7,10.5,13415
Humula,31.0,18.0,7.0,3.0,52.5,30.5,11.9,5.1,11952
Tooma,52.0,11.0,8.0,0.0,73.2,15.5,11.3,0.0,13906
Tumut,1489.0,818.0,150.0,172.0,56.6,31.1,5.7,6.5,13966
Gilmore (NSW),68.0,17.0,8.0,3.0,70.8,17.7,8.3,3.1,11626
Batlow,320.0,168.0,59.0,28.0,55.7,29.2,10.3,4.9,10232
Talbingo,36.0,15.0,12.0,3.0,54.5,22.7,18.2,4.5,13730
Gocup,46.0,25.0,6.0,3.0,57.5,31.2,7.5,3.8,11690
Bombowlee,88.0,36.0,11.0,4.0,63.3,25.9,7.9,2.9,10459
Lacmalac,41.0,16.0,11.0,4.0,56.9,22.2,15.3,5.6,12231
Mundongo,69.0,34.0,10.0,6.0,58.0,28.6,8.4,5.0,12840
Adelong,224.0,122.0,26.0,30.0,55.7,30.3,6.5,7.5,10018
Cootamundra,1510.0,847.0,143.0,169.0,56.6,31.7,5.4,6.3,11053
Stockinbingal,77.0,42.0,12.0,4.0,57.0,31.1,8.9,3.0,13660
Wallendbeen,76.0,35.0,7.0,7.0,60.8,28.0,5.6,5.6,14113
Gundagai,398.0,255.0,39.0,32.0,55.0,35.2,5.4,4.4,11803
South Gundagai,198.0,133.0,22.0,22.0,52.8,35.5,5.9,5.9,13584
Tumblong,55.0,27.0,7.0,3.0,59.8,29.3,7.6,3.3,13963
Nangus,55.0,36.0,14.0,6.0,49.5,32.4,12.6,5.4,12890
Coolac,66.0,32.0,0.0,4.0,64.7,31.4,0.0,3.9,11022
Junee,1031.0,499.0,99.0,102.0,59.6,28.8,5.7,5.9,12046
Harefield,51.0,25.0,5.0,0.0,63.0,30.9,6.2,0.0,11853
Old Junee,87.0,37.0,10.0,3.0,63.5,27.0,7.3,2.2,13078
Illabo,50.0,15.0,3.0,5.0,68.5,20.5,4.1,6.8,11972
Bethungra,63.0,15.0,7.0,4.0,70.8,16.9,7.9,4.5,10328
Wantabadgery,67.0,15.0,3.0,0.0,78.8,17.6,3.5,0.0,14136
Temora,1087.0,662.0,125.0,108.0,54.8,33.4,6.3,5.4,13784
Springdale (NSW),22.0,18.0,6.0,3.0,44.9,36.7,12.2,6.1,13621
Lake Albert (NSW),1880.0,976.0,173.0,103.0,60.0,31.2,5.5,3.3,12238
East Wagga Wagga,59.0,36.0,3.0,8.0,55.7,34.0,2.8,7.5,11364
Kooringal (NSW),2116.0,1039.0,147.0,216.0,60.1,29.5,4.2,6.1,12193
Gumly Gumly,84.0,52.0,3.0,3.0,59.2,36.6,2.1,2.1,11800
Tatton,879.0,390.0,62.0,57.0,63.3,28.1,4.5,4.1,13775
Estella,687.0,375.0,64.0,55.0,58.2,31.8,5.4,4.7,11444
Boorooma,318.0,143.0,20.0,7.0,65.2,29.3,4.1,1.4,10501
North Wagga Wagga,230.0,115.0,15.0,26.0,59.6,29.8,3.9,6.7,13014
Cartwrights Hill,59.0,25.0,3.0,6.0,63.4,26.9,3.2,6.5,10839
Springvale (Wagga Wagga - NSW),615.0,288.0,46.0,34.0,62.6,29.3,4.7,3.5,13628
Lloyd,316.0,114.0,26.0,11.0,67.7,24.4,5.6,2.4,12365
Bourkelands,1020.0,493.0,63.0,46.0,62.9,30.4,3.9,2.8,10523
Glenfield Park,1720.0,731.0,127.0,139.0,63.3,26.9,4.7,5.1,11665
Tolland,787.0,440.0,69.0,147.0,54.5,30.5,4.8,10.2,13887
Mount Austin,881.0,479.0,93.0,156.0,54.8,29.8,5.8,9.7,12748
Turvey Park,1079.0,520.0,89.0,94.0,60.5,29.2,5.0,5.3,13983
San Isidore,124.0,52.0,10.0,4.0,65.3,27.4,5.3,2.1,13469
Ashmont,778.0,449.0,70.0,190.0,52.3,30.2,4.7,12.8,10101
Wagga Wagga,2316.0,1099.0,170.0,238.0,60.6,28.7,4.4,6.2,14083
Kapooka,368.0,47.0,31.0,0.0,82.5,10.5,7.0,0.0,12068
Moorong,50.0,24.0,3.0,3.0,62.5,30.0,3.8,3.8,12715
Ladysmith,102.0,49.0,14.0,10.0,58.3,28.0,8.0,5.7,12233
The Rock,317.0,170.0,23.0,24.0,59.4,31.8,4.3,4.5,13838
Forest Hill (NSW),896.0,265.0,62.0,49.0,70.4,20.8,4.9,3.9,11544
Collingullie,61.0,32.0,12.0,4.0,56.0,29.4,11.0,3.7,10976
Lockhart,265.0,143.0,32.0,16.0,58.1,31.4,7.0,3.5,12369
Pleasant Hills,37.0,18.0,0.0,0.0,67.3,32.7,0.0,0.0,13228
Ganmain,159.0,85.0,17.0,35.0,53.7,28.7,5.7,11.8,11585
Matong,40.0,28.0,4.0,3.0,53.3,37.3,5.3,4.0,12523
Yerong Creek,76.0,38.0,4.0,9.0,59.8,29.9,3.1,7.1,14508
Uranquinty,289.0,137.0,27.0,18.0,61.4,29.1,5.7,3.8,14055
Currawarna,52.0,23.0,4.0,7.0,60.5,26.7,4.7,8.1,11178
Oura,67.0,28.0,3.0,5.0,65.0,27.2,2.9,4.9,13102
Eunanoreenya,55.0,37.0,3.0,0.0,57.9,38.9,3.2,0.0,11457
Gobbagombalin,206.0,59.0,13.0,6.0,72.5,20.8,4.6,2.1,11689
Brucedale,64.0,34.0,10.0,0.0,59.3,31.5,9.3,0.0,10613
Downside,51.0,23.0,5.0,5.0,60.7,27.4,6.0,6.0,11285
Euberta,43.0,27.0,4.0,0.0,58.1,36.5,5.4,0.0,11451
Marrar,128.0,59.0,11.0,0.0,64.6,29.8,5.6,0.0,12503
Coolamon,569.0,269.0,62.0,54.0,59.6,28.2,6.5,5.7,11025
Tarcutta,139.0,57.0,12.0,16.0,62.1,25.4,5.4,7.1,13763
Gregadoo,78.0,57.0,5.0,0.0,55.7,40.7,3.6,0.0,11773
Big Springs,38.0,23.0,7.0,3.0,53.5,32.4,9.9,4.2,10345
Mangoplah,106.0,29.0,7.0,5.0,72.1,19.7,4.8,3.4,12470
Gelston Park,31.0,30.0,4.0,0.0,47.7,46.2,6.2,0.0,11597
Berry,535.0,403.0,58.0,34.0,51.9,39.1,5.6,3.3,10322
Kangaroo Valley,217.0,164.0,18.0,10.0,53.1,40.1,4.4,2.4,12061
Barrengarry,47.0,36.0,4.0,0.0,54.0,41.4,4.6,0.0,10213
Upper Kangaroo River,23.0,27.0,3.0,3.0,41.1,48.2,5.4,5.4,14030
Broughton Vale,42.0,23.0,3.0,0.0,61.8,33.8,4.4,0.0,10606
Bellawongarah,19.0,21.0,4.0,0.0,43.2,47.7,9.1,0.0,10267
Beaumont (NSW),27.0,24.0,8.0,5.0,42.2,37.5,12.5,7.8,10242
Far Meadow,42.0,43.0,11.0,3.0,42.4,43.4,11.1,3.0,11488
Coolangatta (NSW),85.0,72.0,16.0,0.0,49.1,41.6,9.2,0.0,11026
Jaspers Brush,97.0,58.0,10.0,9.0,55.7,33.3,5.7,5.2,12002
Shoalhaven Heads,609.0,415.0,62.0,40.0,54.1,36.9,5.5,3.6,13540
Callala Bay,448.0,329.0,49.0,69.0,50.1,36.8,5.5,7.7,10757
Callala Beach,149.0,88.0,12.0,25.0,54.4,32.1,4.4,9.1,10758
Currarong,80.0,56.0,9.0,7.0,52.6,36.8,5.9,4.6,11176
Myola (NSW),18.0,6.0,0.0,0.0,75.0,25.0,0.0,0.0,12878
Orient Point,94.0,63.0,13.0,20.0,49.5,33.2,6.8,10.5,13096
