,Italian,Assyrian,Arabic,Croatian,Spanish,&nbsp;,English only spoken at home,Greek,Cantonese,Mandarin,Tagalog,Hindi,Filipino,Punjabi,Macedonian,Serbian,German,Samoan,Tongan,Polish,Maltese,Dutch,Indonesian,Thai,Korean,Japanese,Portuguese,Vietnamese,Turkish,Dari,Latvian,French,Auslan,Afrikaans,Danish,Swedish,Kannada,Armenian,Tamil,Maori (Cook Island,Hungarian,Hebrew,Russian,Norwegian,Persian,Bengali,Tswana,Khmer,Dinka,Lao,Czech,Ukrainian,Burmese,Maori (New Zealand,Teochew,Bosnian,Urdu,Sinhalese,Slovene,Malay,Zulu,Estonian,Swahili,Motu,Gujarati,"African Languages, nec",Finnish,Marathi,Albanian,"Serbo-Croatian/Yugoslavian, so described",Tokelauan,Romanian,Fijian,Hmong,Nepali,Irish,Karen,Italian (%),Assyrian (%),Arabic (%),Croatian (%),Spanish (%),&nbsp; (%),English only spoken at home (%),Greek (%),Cantonese (%),Mandarin (%),Tagalog (%),Hindi (%),Filipino (%),Punjabi (%),Macedonian (%),Serbian (%),German (%),Samoan (%),Tongan (%),Polish (%),Maltese (%),Dutch (%),Indonesian (%),Thai (%),Korean (%),Japanese (%),Portuguese (%),Vietnamese (%),Turkish (%),Dari (%),Latvian (%),French (%),Auslan (%),Afrikaans (%),Danish (%),Swedish (%),Kannada (%),Armenian (%),Tamil (%),Maori (Cook Island (%),Hungarian (%),Hebrew (%),Russian (%),Norwegian (%),Persian (%),Bengali (%),Tswana (%),Khmer (%),Dinka (%),Lao (%),Czech (%),Ukrainian (%),Burmese (%),Maori (New Zealand (%),Teochew (%),Bosnian (%),Urdu (%),Sinhalese (%),Slovene (%),Malay (%),Zulu (%),Estonian (%),Swahili (%),Motu (%),Gujarati (%),"African Languages, nec (%)",Finnish (%),Marathi (%),Albanian (%),"Serbo-Croatian/Yugoslavian, so described (%)",Tokelauan (%),Romanian (%),Fijian (%),Hmong (%),Nepali (%),Irish (%),Karen (%)
Ettalong Beach,18,,9,,,&nbsp;,"3,772",14,9,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.2,,,&nbsp;,89.6,0.3,0.2,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield,,"2,267","2,106",,844,&nbsp;,"2,984",,604,,,,,,,,,,,,,,,,,,,"1,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,13.6,,5.5,&nbsp;,19.3,,3.9,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield East,,,534,,130,&nbsp;,"1,155",,322,184,,,,,,,,,,,,,,,,,,"1,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,,2.9,&nbsp;,25.8,,7.2,4.1,,,,,,,,,,,,,,,,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield Heights,274,886,689,,313,&nbsp;,"1,401",,,,,,,,,,,,,,,,,,,,,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,14.8,11.5,,5.2,&nbsp;,23.3,,,,,,,,,,,,,,,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairfield West,,785,723,,647,&nbsp;,"3,420",,,,,,,,,,,,,,,,,,,,,"1,640",,,,,,,,,,,,,,,,,,,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,7.0,,6.3,&nbsp;,33.2,,,,,,,,,,,,,,,,,,,,,15.9,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairlight,26,,,,,&nbsp;,"4,790",26,,,,,,,,,39,,,,,,,,,,35,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,&nbsp;,85.2,0.5,,,,,,,,,0.7,,,,,,,,,,0.6,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fairy Meadow,377,,,,,&nbsp;,"4,640",,77,131,,,,,,,,,,,,,,,,,,127,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,,,&nbsp;,72.2,,1.2,2.0,,,,,,,,,,,,,,,,,,2.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farmborough Heights,86,,,,50,&nbsp;,"3,082",41,,,,,,,101,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,1.3,&nbsp;,80.0,1.1,,,,,,,2.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faulconbridge,20,,,,26,&nbsp;,"3,721",25,,,,,,,,,15,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.6,&nbsp;,92.7,0.6,,,,,,,,,0.4,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fennell Bay,,,,,,&nbsp;,"1,486",5,,,,,,,4,5,,,,,,5,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,95.9,0.3,,,,,,,0.3,0.3,,,,,,0.3,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figtree,309,,92,,,&nbsp;,"8,223",237,,,,,,,361,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.9,,,&nbsp;,79.2,2.3,,,,,,,3.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five Dock,"1,446",,95,,,&nbsp;,"4,823",197,193,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,1.2,,,&nbsp;,60.6,2.5,2.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fletcher,,,,8,,&nbsp;,"1,776",,13,,,,,,25,,,,,8,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,&nbsp;,91.8,,0.7,,,,,,1.3,,,,,0.4,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flinders,55,,,,49,&nbsp;,"3,337",,,,,,,,274,,,,,,,,,,,,38,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,1.2,&nbsp;,80.4,,,,,,,,6.6,,,,,,,,,,,,0.9,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Floraville,,,,,,&nbsp;,"1,462",,,,4,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,97.9,,,,0.3,0.3,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Lodge,27,,,,29,&nbsp;,"1,755",23,31,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,1.2,&nbsp;,72.9,1.0,1.3,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forestville,100,,,,,&nbsp;,"6,104",,226,94,,,,,,,,,,,,,,,,96,,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,&nbsp;,78.2,,2.9,1.2,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forresters Beach,6,,,,6,&nbsp;,"2,101",,,,,,,,,,13,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,0.3,,,,0.3,&nbsp;,91.8,,,,,,,,,,0.6,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,
Frenchs Forest,159,,,,,&nbsp;,"10,464",,224,116,,,,,,,,,,,,,,,,91,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,&nbsp;,83.3,,1.8,0.9,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Suburb,8,,,,,&nbsp;,"1,540",,7,,,,,,9,,,6,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,&nbsp;,89.7,,0.4,,,,,,0.5,,,0.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gateshead,9,,,,,&nbsp;,"3,305",,,,10,,,,13,,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,&nbsp;,93.2,,,,0.3,,,,0.4,,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georges Hall,346,,"1,078",,,&nbsp;,"4,339",463,,,,,,,229,,,,,,,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,13.4,,,&nbsp;,53.9,5.8,,,,,,,2.8,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown,9,,,7,,&nbsp;,"1,706",15,,,,,,,13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.4,,&nbsp;,91.9,0.8,,,,,,,0.7,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Girraween,,,152,,,&nbsp;,"2,069",,,104,,95,,,,,,,,,195,,,,,,,,,,,,,,,,,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,&nbsp;,51.0,,,2.6,,2.3,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gladesville,452,,88,,,&nbsp;,"7,809",378,294,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,0.8,,,&nbsp;,72.1,3.5,2.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glebe,,,,,139,&nbsp;,"7,359",151,214,160,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,&nbsp;,66.5,1.4,1.9,1.4,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glen Alpine,,,,,53,&nbsp;,"3,479",,56,,,51,,,,,,,,48,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,&nbsp;,79.0,,1.3,,,1.2,,,,,,,,1.1,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenbrook,23,,14,,13,&nbsp;,"4,843",,,,,,,,,,21,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.3,,0.3,&nbsp;,94.3,,,,,,,,,,0.4,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendale,16,,,,,&nbsp;,"2,841",7,,,,,,8,8,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,&nbsp;,94.8,0.2,,,,,,0.3,0.3,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glendenning,,,66,,,&nbsp;,"2,625",,,,428,251,201,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,&nbsp;,54.5,,,,8.9,5.2,4.2,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenfield,,,180,,,&nbsp;,"3,811",,113,104,,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,&nbsp;,56.4,,1.7,1.5,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenhaven,68,,55,,41,&nbsp;,"4,852",,64,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,1.0,,0.7,&nbsp;,86.3,,1.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenmore Park,151,,198,,,&nbsp;,"16,393",,,,192,127,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,1.0,,,&nbsp;,85.3,,,,1.0,0.7,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenning Valley,6,,,,6,&nbsp;,"1,826",,,,6,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,0.3,&nbsp;,95.5,,,,0.3,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenwood,,,313,,,&nbsp;,"8,286",,,,494,461,313,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,&nbsp;,59.6,,,,3.6,3.3,2.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gordon,,,,,,&nbsp;,"4,235",,435,354,,,,,,,,,,,,,,,194,86,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,70.7,,7.3,5.9,,,,,,,,,,,,,,,3.2,1.4,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorokan,23,,,,,&nbsp;,"6,599",13,,,,,,,,14,15,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,&nbsp;,93.4,0.2,,,,,,,,0.2,0.2,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gosford,,,,,16,&nbsp;,"2,211",,18,23,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,0.5,&nbsp;,73.2,,0.6,0.8,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,
Granville,,,"7,151",,,&nbsp;,"6,752",,920,690,,,,,,,,,,,,,,,,,,579,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,,,&nbsp;,29.5,,4.0,3.0,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grays Point,8,,10,,,&nbsp;,"2,620",17,,,,,,,,,14,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,0.4,,,&nbsp;,92.5,0.6,,,,,,,,,0.5,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Point,,,16,,21,&nbsp;,"5,802",,,,,,,,,,33,,,,,,,,,,,,,,,22,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.3,&nbsp;,89.8,,,,,,,,,,0.5,,,,,,,,,,,,,,,0.3,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Valley,,450,563,,701,&nbsp;,"3,273",,,,,657,,,,,,,,,,,,,,,,"1,270",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.7,,5.9,&nbsp;,27.4,,,,,5.5,,,,,,,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenacre,679,,"8,464",,,&nbsp;,"6,398","1,038",,,,,,,,,,,,,,,,,635,,,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,37.7,,,&nbsp;,28.5,4.6,,,,,,,,,,,,,,,,,2.8,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenfield Park,,846,264,216,327,&nbsp;,"1,271",,,,,,,,,,,,,,,,,,,,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,5.0,4.1,6.2,&nbsp;,24.1,,,,,,,,,,,,,,,,,,,,,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenwich,,,,,,&nbsp;,"3,877",,130,89,,,,,,,29,,,,,,,,37,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,76.7,,2.6,1.8,,,,,,,0.6,,,,,,,,0.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greystanes,544,,"1,665",345,,&nbsp;,"12,812",541,,,,,,,,,,,,,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,8.3,1.7,,&nbsp;,63.6,2.7,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guildford,,,"2,891",,,&nbsp;,"4,052",,357,239,,,,,,,,,,,,,,,,,,277,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,,,&nbsp;,36.0,,3.2,2.1,,,,,,,,,,,,,,,,,,2.5,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guildford West,99,,841,,59,&nbsp;,"2,275",,57,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,20.0,,1.4,&nbsp;,54.0,,1.4,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gwynneville,,,49,,,&nbsp;,"1,714",,43,171,,,,,,43,,,,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,&nbsp;,67.9,,1.7,6.8,,,,,,1.7,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymea,98,,40,,,&nbsp;,"5,832",112,90,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,0.6,,,&nbsp;,85.8,1.6,1.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gymea Bay,60,,,,,&nbsp;,"6,845",68,22,27,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,&nbsp;,92.3,0.9,0.3,0.4,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haberfield,"1,703",,,,50,&nbsp;,"4,020",162,57,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,,,,0.8,&nbsp;,61.0,2.5,0.9,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halekulani,17,,,,,&nbsp;,"2,215",5,,8,,,,,,,7,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,93.1,0.2,,0.3,,,,,,,0.3,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton,119,,22,,,&nbsp;,"3,048",120,,,19,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,0.6,,,&nbsp;,82.1,3.2,,,0.5,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton East,7,,,,,&nbsp;,805,64,,,,,,,,,,,6,4,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,&nbsp;,83.9,6.7,,,,,,,,,,,0.6,0.4,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton North,11,,,,,&nbsp;,757,,,9,,,,,8,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,&nbsp;,90.4,,,1.1,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Hamilton South,102,,,,,&nbsp;,"3,243",130,12,,,,,,38,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,&nbsp;,82.6,3.3,0.3,,,,,,1.0,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammondville,,,120,,40,&nbsp;,"2,170",86,,,,35,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,1.4,&nbsp;,75.4,3.0,,,,1.2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harrington Park,87,,43,41,56,&nbsp;,"5,190",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,0.7,0.7,0.9,&nbsp;,85.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harris Park,,,710,,,&nbsp;,"2,003",,255,313,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,,,,,,,,,,,,,,,10.4,,,&nbsp;,29.2,,3.7,4.6,,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,
Hassall Grove,,,276,,,&nbsp;,"2,528",,,,259,185,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,6.3,,,&nbsp;,57.8,,,,5.9,4.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,
Haymarket,,,,,,&nbsp;,463,,466,722,,,,,,,,,,,,,508,367,417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,10.7,,10.8,16.7,,,,,,,,,,,,,11.8,8.5,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heathcote,,,,,,&nbsp;,"5,582",23,15,,,,,,,,18,,,,,17,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,&nbsp;,95.4,0.4,0.3,,,,,,,,0.3,,,,,0.3,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hebersham,,,195,,110,&nbsp;,"3,695",,,,125,183,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,1.9,&nbsp;,64.8,,,,2.2,3.2,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heckenberg,,,351,,93,&nbsp;,"1,347",,,,,70,,,,,,97,,,,,,,,,,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,,3.2,&nbsp;,46.9,,,,,2.4,,,,,,3.4,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
