,Separate house,"Semi-detached, row or terrace house, townhouse etc",Flat or apartment,Other dwelling,Separate house (%),"Semi-detached, row or terrace house, townhouse etc (%)",Flat or apartment (%),Other dwelling (%),SSC_CODE
Warrawong,1136.0,244.0,381.0,4.0,64.3,13.8,21.5,0.2,14167
Windang,848.0,265.0,44.0,45.0,69.9,21.8,3.6,3.7,14316
Primbee,514.0,60.0,45.0,0.0,82.6,9.6,7.2,0.0,13264
Mount Keira,505.0,10.0,30.0,3.0,92.2,1.8,5.5,0.5,12768
Bulli,1640.0,174.0,206.0,20.0,79.7,8.5,10.0,1.0,10662
Bargo,1280.0,144.0,0.0,39.0,87.1,9.8,0.0,2.7,10198
Yerrinbool,384.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14510
Wilton (NSW),915.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,14311
Pheasants Nest,190.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13191
Albion Park,3686.0,526.0,12.0,3.0,87.0,12.4,0.3,0.1,10025
Tullimbar,178.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13958
Albion Park Rail,1911.0,429.0,17.0,3.0,79.1,17.7,0.7,0.1,10026
Kiama,1584.0,646.0,455.0,34.0,57.9,23.6,16.6,1.2,12116
Kiama Heights,267.0,16.0,6.0,0.0,92.4,5.5,2.1,0.0,12118
Bombo,36.0,3.0,0.0,0.0,92.3,7.7,0.0,0.0,10458
Kiama Downs,1562.0,87.0,30.0,0.0,93.0,5.2,1.8,0.0,12117
Minnamurra,247.0,34.0,10.0,0.0,84.9,11.7,3.4,0.0,12639
Gerringong,1146.0,54.0,131.0,0.0,85.5,4.0,9.8,0.0,11606
Jamberoo,544.0,10.0,3.0,3.0,92.5,1.7,0.5,0.5,11998
Werri Beach,177.0,20.0,0.0,0.0,89.8,10.2,0.0,0.0,14233
Gerroa,187.0,15.0,14.0,9.0,83.1,6.7,6.2,4.0,11607
Toolijooa,32.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,13903
Flinders (NSW),1567.0,567.0,4.0,4.0,72.9,26.4,0.2,0.2,11534
Shellharbour,884.0,246.0,126.0,16.0,69.3,19.3,9.9,1.3,13533
Shell Cove,1570.0,112.0,3.0,0.0,92.5,6.6,0.2,0.0,13532
Barrack Point,151.0,29.0,18.0,47.0,61.6,11.8,7.3,19.2,10208
Oak Flats,1990.0,270.0,35.0,9.0,85.9,11.7,1.5,0.4,13053
Blackbutt (NSW),810.0,344.0,18.0,0.0,69.1,29.4,1.5,0.0,10391
Shellharbour City Centre,12.0,49.0,3.0,0.0,18.8,76.6,4.7,0.0,13534
Warilla,1687.0,337.0,149.0,239.0,69.7,13.9,6.2,9.9,14151
Lake Illawarra,695.0,363.0,302.0,12.0,50.4,26.3,21.9,0.9,12250
Barrack Heights,1924.0,18.0,216.0,3.0,88.9,0.8,10.0,0.1,10207
Mount Warrigal,1648.0,36.0,11.0,0.0,97.1,2.1,0.6,0.0,12801
Fairy Meadow,1635.0,544.0,601.0,31.0,58.0,19.3,21.3,1.1,11484
Balgownie,1479.0,518.0,30.0,3.0,72.9,25.5,1.5,0.1,10155
Gwynneville,563.0,198.0,259.0,4.0,54.8,19.3,25.2,0.4,11825
North Wollongong,161.0,78.0,650.0,0.0,18.0,8.7,72.9,0.0,13017
Mount Ousley,527.0,16.0,10.0,0.0,94.8,2.9,1.8,0.0,12782
Mount Pleasant (NSW),451.0,0.0,4.0,0.0,99.1,0.0,0.9,0.0,12784
Tarrawanna,516.0,250.0,5.0,3.0,66.7,32.3,0.6,0.4,13769
Corrimal,1606.0,509.0,435.0,20.0,62.3,19.8,16.9,0.8,11082
Towradgi,856.0,295.0,56.0,9.0,70.2,24.2,4.6,0.7,13929
Fernhill,289.0,109.0,43.0,0.0,65.1,24.5,9.7,0.0,11507
East Corrimal,659.0,514.0,169.0,21.0,48.2,37.6,12.4,1.5,11348
Bellambi,800.0,634.0,147.0,6.0,50.4,39.9,9.3,0.4,10264
West Wollongong,1143.0,294.0,369.0,16.0,62.4,16.0,20.1,0.9,14255
Keiraville,764.0,196.0,228.0,0.0,63.7,16.3,19.0,0.0,12085
Figtree,3242.0,332.0,224.0,168.0,81.4,8.3,5.6,4.2,11515
Helensburgh,1672.0,69.0,243.0,13.0,83.6,3.4,12.1,0.7,11890
Otford,112.0,3.0,0.0,0.0,94.9,2.5,0.0,0.0,13101
Stanwell Park,391.0,28.0,21.0,0.0,88.9,6.4,4.8,0.0,13653
Thirroul,1596.0,261.0,217.0,12.0,75.9,12.4,10.3,0.6,13848
Austinmer,694.0,91.0,85.0,5.0,79.0,10.4,9.7,0.6,10108
Coledale,375.0,19.0,5.0,0.0,93.1,4.7,1.2,0.0,10966
Wombarra,296.0,3.0,7.0,0.0,96.7,1.0,2.3,0.0,14363
Woonona,2797.0,773.0,832.0,12.0,63.0,17.4,18.8,0.3,14416
Russell Vale,428.0,89.0,25.0,0.0,79.0,16.4,4.6,0.0,13448
Wollongong,1328.0,672.0,5481.0,24.0,17.2,8.7,70.9,0.3,14358
Mount Saint Thomas,502.0,31.0,11.0,0.0,92.3,5.7,2.0,0.0,12791
Mangerton,712.0,113.0,203.0,5.0,68.9,10.9,19.7,0.5,12468
Bulahdelah,514.0,10.0,11.0,29.0,91.1,1.8,2.0,5.1,10649
Stroud,321.0,0.0,5.0,0.0,97.6,0.0,1.5,0.0,13677
Bunyah,50.0,0.0,0.0,3.0,94.3,0.0,0.0,5.7,10690
Booral (NSW),135.0,0.0,0.0,3.0,97.8,0.0,0.0,2.2,10496
Limeburners Creek (Mid-Coast - NSW),102.0,0.0,0.0,0.0,97.1,0.0,0.0,0.0,12328
Forster (NSW),3875.0,1005.0,766.0,105.0,66.8,17.3,13.2,1.8,11550
Green Point (Mid-Coast - NSW),210.0,0.0,0.0,4.0,98.1,0.0,0.0,1.9,11755
Darawank,110.0,3.0,0.0,29.0,77.5,2.1,0.0,20.4,11203
Nabiac,442.0,0.0,3.0,6.0,98.0,0.0,0.7,1.3,12885
Failford,152.0,0.0,0.0,59.0,72.0,0.0,0.0,28.0,11476
Coomba Park,257.0,0.0,0.0,0.0,98.8,0.0,0.0,0.0,11038
Smiths Lake,459.0,3.0,0.0,0.0,99.4,0.6,0.0,0.0,13563
Bungwahl,88.0,0.0,0.0,4.0,95.7,0.0,0.0,4.3,10687
Minimbah,66.0,3.0,0.0,4.0,90.4,4.1,0.0,5.5,12636
Elizabeth Beach,77.0,4.0,0.0,3.0,91.7,4.8,0.0,3.6,11396
